rel_path,class_name,split,phash
cardboard/cardboard210.jpg,cardboard,train,aaf4f2c283038f9e
cardboard/cardboard211.jpg,cardboard,train,eac4851f987ac363
cardboard/cardboard212.jpg,cardboard,train,f8b1e6cee009ce38
cardboard/cardboard213.jpg,cardboard,train,b58fd2e8cbc0c9d0
cardboard/cardboard214.jpg,cardboard,val,f28cc31c9bc1998f
cardboard/cardboard215.jpg,cardboard,train,b7c3c02d8f7c8c38
cardboard/cardboard216.jpg,cardboard,train,f0b9cf6630933338
cardboard/cardboard217.jpg,cardboard,train,f199ce2438b36399
cardboard/cardboard218.jpg,cardboard,train,f183cc3c26c3373c
cardboard/cardboard219.jpg,cardboard,train,b7e0d11e98f1c4c9
cardboard/cardboard22.jpg,cardboard,val,f0ff81e41f009b78
cardboard/cardboard220.jpg,cardboard,train,bb8ec0270f713e38
cardboard/cardboard221.jpg,cardboard,train,f3cca2629a9f2ae0
cardboard/cardboard222.jpg,cardboard,train,ed5214a9854772bb
cardboard/cardboard223.jpg,cardboard,train,c0b4db5eacc28eca
cardboard/cardboard224.jpg,cardboard,train,c56a915d2ab56a65
cardboard/cardboard225.jpg,cardboard,train,dda99695d2939415
cardboard/cardboard226.jpg,cardboard,test,ea4fd45a836cc307
cardboard/cardboard227.jpg,cardboard,train,fb1d8350aa55aa55
cardboard/cardboard228.jpg,cardboard,test,aa5a14e9360ff01f
cardboard/cardboard229.jpg,cardboard,train,ea78986e25996d25
cardboard/cardboard23.jpg,cardboard,train,ff83b62dc1a218c5
cardboard/cardboard230.jpg,cardboard,train,bf80d0ff00f88769
cardboard/cardboard231.jpg,cardboard,train,b8958d7a922d5ab8
cardboard/cardboard232.jpg,cardboard,val,e7883ecfb030cd32
cardboard/cardboard233.jpg,cardboard,train,aa9d95d4cbe86960
cardboard/cardboard234.jpg,cardboard,train,fc78916293d4a783
cardboard/cardboard235.jpg,cardboard,test,dbf2a4cc8ea406ec
cardboard/cardboard236.jpg,cardboard,val,c52d9793934ba6a8
cardboard/cardboard237.jpg,cardboard,train,c424cad668decde2
cardboard/cardboard238.jpg,cardboard,train,faaa817d95c195c1
cardboard/cardboard239.jpg,cardboard,test,ae95c2a9cdccc8ca
cardboard/cardboard24.jpg,cardboard,train,c56c8d98b3b2b26c
cardboard/cardboard240.jpg,cardboard,test,ff774b6ac5c08281
cardboard/cardboard241.jpg,cardboard,val,d3b9b3f14c1c0e8c
cardboard/cardboard242.jpg,cardboard,train,b685cbe70c7933c0
cardboard/cardboard243.jpg,cardboard,train,cfd0d36f3a2a80d4
cardboard/cardboard244.jpg,cardboard,train,c5b70dcf8c4610bb
cardboard/cardboard245.jpg,cardboard,train,8989944a8b57bee9
cardboard/cardboard246.jpg,cardboard,train,c08be33c3ec33c3c
cardboard/cardboard247.jpg,cardboard,train,bf818378c23fd039
cardboard/cardboard248.jpg,cardboard,train,ca68e097bc00dafe
cardboard/cardboard249.jpg,cardboard,train,e4ac07d83898c7bd
cardboard/cardboard25.jpg,cardboard,train,dfe0a00ff01ee10f
cardboard/cardboard250.jpg,cardboard,val,c1a9d556d4d4a574
cardboard/cardboard251.jpg,cardboard,train,d2752fc8395a2f14
cardboard/cardboard252.jpg,cardboard,test,d113659607f7f124
cardboard/cardboard253.jpg,cardboard,train,e11c54a2b85d4bfa
cardboard/cardboard254.jpg,cardboard,train,c160f2828e6d0dff
cardboard/cardboard255.jpg,cardboard,val,c084e77aef476438
cardboard/cardboard256.jpg,cardboard,train,daa56ad295d25295
cardboard/cardboard257.jpg,cardboard,val,ab3d9da26d4c9285
cardboard/cardboard258.jpg,cardboard,train,f21180c8d593eef5
cardboard/cardboard259.jpg,cardboard,train,fef5c09ce10fd802
cardboard/cardboard26.jpg,cardboard,val,cfd4b2b6c84f480e
cardboard/cardboard260.jpg,cardboard,test,e1488c23494f6f7d
cardboard/cardboard261.jpg,cardboard,train,c4673e999ce1a8b1
cardboard/cardboard262.jpg,cardboard,train,b7a77c6884e2c568
cardboard/cardboard263.jpg,cardboard,train,e0f29f34c1660f27
cardboard/cardboard264.jpg,cardboard,test,cdd1a64a4996b25b
cardboard/cardboard265.jpg,cardboard,train,e444a9d5ab92d5aa
cardboard/cardboard266.jpg,cardboard,test,fa7a503599844d37
cardboard/cardboard267.jpg,cardboard,train,f19c9c718e8c61ce
cardboard/cardboard268.jpg,cardboard,train,ff1d8740942bd625
cardboard/cardboard269.jpg,cardboard,train,e5c66ae93ab50a61
cardboard/cardboard27.jpg,cardboard,val,d685a8cb52f0992f
cardboard/cardboard270.jpg,cardboard,train,c0579f60cf31ce13
cardboard/cardboard271.jpg,cardboard,train,dfc7884ea193cc98
cardboard/cardboard272.jpg,cardboard,train,c7d4944da0f9be03
cardboard/cardboard273.jpg,cardboard,train,9fc732c330ce318e
cardboard/cardboard274.jpg,cardboard,test,9c87383e63f06363
cardboard/cardboard275.jpg,cardboard,train,ff5f8038c7b86083
cardboard/cardboard276.jpg,cardboard,train,e662999872959567
cardboard/cardboard277.jpg,cardboard,train,9c1e9a27f8036b99
cardboard/cardboard278.jpg,cardboard,train,c65abb7304ee7128
cardboard/cardboard279.jpg,cardboard,train,d7b0417c78f47ac0
cardboard/cardboard28.jpg,cardboard,train,d4b388eb6e0497cc
cardboard/cardboard280.jpg,cardboard,train,c40e46c6c5d5d5c7
cardboard/cardboard281.jpg,cardboard,train,f86c33c46bb649b0
cardboard/cardboard282.jpg,cardboard,train,ec33fc07d83684b4
cardboard/cardboard283.jpg,cardboard,train,ea7c15d515932c36
cardboard/cardboard284.jpg,cardboard,val,f18aac26dbb54a45
cardboard/cardboard285.jpg,cardboard,train,cd22d13fc4381ff0
cardboard/cardboard286.jpg,cardboard,train,fec182af6668191b
cardboard/cardboard287.jpg,cardboard,train,eb77c0c287029f8e
cardboard/cardboard288.jpg,cardboard,train,ff6be0e2e0a18383
cardboard/cardboard289.jpg,cardboard,train,c9ad6d294d231ce6
cardboard/cardboard29.jpg,cardboard,train,80fcdc486e9b7613
cardboard/cardboard290.jpg,cardboard,train,ec919c3b2e6a6a68
cardboard/cardboard291.jpg,cardboard,test,f84656919a7c47b1
cardboard/cardboard292.jpg,cardboard,train,ccb2314dce733139
cardboard/cardboard293.jpg,cardboard,train,f8879ee1733c1e80
cardboard/cardboard294.jpg,cardboard,test,e6e39999929c86c6
cardboard/cardboard295.jpg,cardboard,train,ec5e99d50ae50ce4
cardboard/cardboard296.jpg,cardboard,train,e55b923f8bb209c2
cardboard/cardboard297.jpg,cardboard,test,e7319bb20de10cf2
cardboard/cardboard298.jpg,cardboard,train,c69333ec04c6d373
cardboard/cardboard299.jpg,cardboard,train,ffbf54882ac00cd3
cardboard/cardboard3.jpg,cardboard,train,d9ac4cb902dea363
cardboard/cardboard30.jpg,cardboard,train,c07f0368bfa500fe
cardboard/cardboard300.jpg,cardboard,test,c0ffdff393210121
cardboard/cardboard301.jpg,cardboard,train,ec5c9bf9a2929191
cardboard/cardboard302.jpg,cardboard,train,e69847551436756d
cardboard/cardboard303.jpg,cardboard,train,d49c9c32cfcf3218
cardboard/cardboard304.jpg,cardboard,test,c95a12e429ece98f
cardboard/cardboard305.jpg,cardboard,train,81957f81748d653e
cardboard/cardboard306.jpg,cardboard,val,d686fa11393be087
cardboard/cardboard307.jpg,cardboard,test,f7ea9838c0c3c786
cardboard/cardboard308.jpg,cardboard,test,c763ba41da29d896
cardboard/cardboard309.jpg,cardboard,test,d656eb2a55da9411
cardboard/cardboard31.jpg,cardboard,train,febab4b090d0d24b
cardboard/cardboard310.jpg,cardboard,train,ff02aaaabb474588
cardboard/cardboard311.jpg,cardboard,train,cc51b36e95a1b3a4
cardboard/cardboard312.jpg,cardboard,train,f56825d3453ac536
cardboard/cardboard313.jpg,cardboard,test,c0f01f80f8ff3887
cardboard/cardboard314.jpg,cardboard,test,f068866d87478f6c
cardboard/cardboard315.jpg,cardboard,train,d28321fc7cc3473c
cardboard/cardboard316.jpg,cardboard,train,e6904ba985d355ea
cardboard/cardboard317.jpg,cardboard,train,d9eaa510f4e03dd4
cardboard/cardboard318.jpg,cardboard,val,c26e634d55ae5529
cardboard/cardboard319.jpg,cardboard,train,d2e008d2a97ee76c
cardboard/cardboard32.jpg,cardboard,train,d7a5a8f05883378b
cardboard/cardboard320.jpg,cardboard,val,acdb95ab6a358982
cardboard/cardboard321.jpg,cardboard,train,fa319586a5395ac6
cardboard/cardboard322.jpg,cardboard,train,f3c39bb9919f8006
cardboard/cardboard323.jpg,cardboard,train,c41b24e2c1e0fefc
cardboard/cardboard324.jpg,cardboard,test,abaad4572eaad051
cardboard/cardboard325.jpg,cardboard,train,eaaaaaea8b095555
cardboard/cardboard326.jpg,cardboard,train,d3e4d97344994996
cardboard/cardboard327.jpg,cardboard,train,e37598378b463b44
cardboard/cardboard328.jpg,cardboard,train,e979958e9e4a5285
cardboard/cardboard329.jpg,cardboard,val,e772ee1e64d1c411
cardboard/cardboard33.jpg,cardboard,train,d5e78a2a9555d48a
cardboard/cardboard330.jpg,cardboard,val,dd02e0bdbac5aa1c
cardboard/cardboard331.jpg,cardboard,val,c0f45b67c44bcb19
cardboard/cardboard332.jpg,cardboard,val,f663c7883c7043c7
cardboard/cardboard333.jpg,cardboard,train,a7d3c98c1e3df021
cardboard/cardboard334.jpg,cardboard,test,f8d141334fe1543b
cardboard/cardboard335.jpg,cardboard,train,fdd18591a8cc325b
cardboard/cardboard336.jpg,cardboard,val,96d519ee823a43d9
cardboard/cardboard337.jpg,cardboard,train,9fdf68a8758470a2
cardboard/cardboard338.jpg,cardboard,train,e2dd221d82f52a37
cardboard/cardboard339.jpg,cardboard,train,d888c7ef01f71c38
cardboard/cardboard34.jpg,cardboard,train,f656a92dd0ab5d40
cardboard/cardboard340.jpg,cardboard,val,f16aa38cd3cc6638
cardboard/cardboard341.jpg,cardboard,train,c0ffb5800a1c7ed5
cardboard/cardboard342.jpg,cardboard,test,dc7b6c91d4982699
cardboard/cardboard343.jpg,cardboard,train,807fc09f7fc0913c
cardboard/cardboard344.jpg,cardboard,train,91a626db4b669ba8
cardboard/cardboard345.jpg,cardboard,train,cdf2e44e7851492d
cardboard/cardboard346.jpg,cardboard,train,d59d16d069ca9a69
cardboard/cardboard347.jpg,cardboard,train,8e7163d89cba2363
cardboard/cardboard348.jpg,cardboard,train,ef7f98000f87007f
cardboard/cardboard349.jpg,cardboard,train,d5d4aaeb106f80d3
cardboard/cardboard35.jpg,cardboard,train,c76399965a696686
cardboard/cardboard350.jpg,cardboard,train,eaeb85953ab26606
cardboard/cardboard351.jpg,cardboard,train,f6c801fb324b0f33
cardboard/cardboard352.jpg,cardboard,train,d7af80d03e0703af
cardboard/cardboard353.jpg,cardboard,train,e8c59792342c6dcb
cardboard/cardboard354.jpg,cardboard,val,fed7bb3113313030
cardboard/cardboard355.jpg,cardboard,train,c31292bc3f3c7c34
cardboard/cardboard356.jpg,cardboard,train,ef4f4eb130f00cf0
cardboard/cardboard357.jpg,cardboard,train,c3120bfe7f20037d
cardboard/cardboard358.jpg,cardboard,test,fc7e83788748bc44
cardboard/cardboard359.jpg,cardboard,train,c4326f6992936d36
cardboard/cardboard36.jpg,cardboard,train,d3c89f5097d76025
cardboard/cardboard360.jpg,cardboard,train,87bea19ec02f9c51
cardboard/cardboard361.jpg,cardboard,val,aaa6b556529a8b55
cardboard/cardboard362.jpg,cardboard,val,f330939bcac9ad84
cardboard/cardboard363.jpg,cardboard,train,ba519168c337d837
cardboard/cardboard364.jpg,cardboard,train,a982d3cb4b6aa5b1
cardboard/cardboard365.jpg,cardboard,train,e74f99b0f2d0f090
cardboard/cardboard366.jpg,cardboard,train,fb54ce9ec817c085
cardboard/cardboard367.jpg,cardboard,test,d2ad5a9e8d98a172
cardboard/cardboard368.jpg,cardboard,test,d16b23d605f405f6
cardboard/cardboard369.jpg,cardboard,train,df349d858791c383
cardboard/cardboard37.jpg,cardboard,train,c73f7fb030b63060
cardboard/cardboard370.jpg,cardboard,train,cc8c3cd37b26c62c
cardboard/cardboard371.jpg,cardboard,train,9c6316a5a4a756ad
cardboard/cardboard372.jpg,cardboard,train,c0acdf4104739dee
cardboard/cardboard373.jpg,cardboard,train,c442cc9adfad10d7
cardboard/cardboard374.jpg,cardboard,val,c7b05913f83d1837
cardboard/cardboard375.jpg,cardboard,train,ce612c7738f71f00
cardboard/cardboard376.jpg,cardboard,train,dad0ce33b880967b
cardboard/cardboard377.jpg,cardboard,train,8dcb36c936c832cd
cardboard/cardboard378.jpg,cardboard,val,e4300f0e730ff873
cardboard/cardboard379.jpg,cardboard,train,ba2b9224a3b6a6b6
cardboard/cardboard38.jpg,cardboard,train,e4f61656527a1157
cardboard/cardboard380.jpg,cardboard,test,f1438e9c958d44b7
cardboard/cardboard381.jpg,cardboard,train,d7612b78c98a5555
cardboard/cardboard382.jpg,cardboard,val,b366666c6e4d6c60
cardboard/cardboard383.jpg,cardboard,train,c0c06035cbe53fcf
cardboard/cardboard384.jpg,cardboard,train,eea6b61df101c89c
cardboard/cardboard385.jpg,cardboard,train,ffb8917590c227c8
cardboard/cardboard386.jpg,cardboard,val,e8aaa9ada5959554
cardboard/cardboard387.jpg,cardboard,train,ff5f822a8995a894
cardboard/cardboard388.jpg,cardboard,val,d0e00f0fe90f0fe3
cardboard/cardboard389.jpg,cardboard,train,d2a5d61a95d43b83
cardboard/cardboard39.jpg,cardboard,train,fc4193bcd34889b6
cardboard/cardboard390.jpg,cardboard,train,f175d2acdaa86ac0
cardboard/cardboard391.jpg,cardboard,train,d7aee215ba0740f1
cardboard/cardboard392.jpg,cardboard,train,ffa0906fa2f09f40
cardboard/cardboard393.jpg,cardboard,train,c2a4f5690d95e14f
cardboard/cardboard394.jpg,cardboard,train,d5d595c06a6a3595
cardboard/cardboard395.jpg,cardboard,train,cdb9364c2ba43353
cardboard/cardboard396.jpg,cardboard,train,df183e2fb86884c6
cardboard/cardboard397.jpg,cardboard,train,b6a2a7f313cf1881
cardboard/cardboard398.jpg,cardboard,train,fce8a0a1afa58595
cardboard/cardboard399.jpg,cardboard,train,f8b18e61338e3873
cardboard/cardboard4.jpg,cardboard,val,fe7cb0a62ba6a034
cardboard/cardboard40.jpg,cardboard,train,c42f6692f302fb25
cardboard/cardboard400.jpg,cardboard,train,b09e9f8921a0ffa1
cardboard/cardboard401.jpg,cardboard,train,caaaa6a295d5a5a6
cardboard/cardboard402.jpg,cardboard,train,c09037e83f993d36
cardboard/cardboard403.jpg,cardboard,train,d5bc9ac3436324bc
cardboard/cardboard41.jpg,cardboard,train,fe7f95804397d140
cardboard/cardboard42.jpg,cardboard,train,ed9639611f142739
cardboard/cardboard43.jpg,cardboard,train,e33896954a52b5b9
cardboard/cardboard44.jpg,cardboard,train,dd66cbd492183669
cardboard/cardboard45.jpg,cardboard,train,d7a700503e3fc1bc
cardboard/cardboard46.jpg,cardboard,train,8f8d2d325a6a7398
cardboard/cardboard47.jpg,cardboard,val,81a0fdff4b0851f2
cardboard/cardboard48.jpg,cardboard,train,d0ae78560f0ef4e8
cardboard/cardboard49.jpg,cardboard,train,f0a3b7e187c28ec1
cardboard/cardboard5.jpg,cardboard,test,87c1e0f0e8b8e3bc
cardboard/cardboard50.jpg,cardboard,train,b3cc1b189cd33c87
cardboard/cardboard51.jpg,cardboard,train,d0613ff7877c4320
cardboard/cardboard52.jpg,cardboard,train,d26469b6935b664c
cardboard/cardboard53.jpg,cardboard,val,edd9e4858d2daca0
cardboard/cardboard54.jpg,cardboard,test,d8a436d666c26fc4
cardboard/cardboard55.jpg,cardboard,test,8f7c60f884dc7878
cardboard/cardboard56.jpg,cardboard,train,99396d4c49c94bda
cardboard/cardboard57.jpg,cardboard,train,9188ccd37324cded
cardboard/cardboard58.jpg,cardboard,val,c0ef950135ff5704
cardboard/cardboard59.jpg,cardboard,val,b7cec6839f3c9084
cardboard/cardboard6.jpg,cardboard,val,e070d740aa6f157e
cardboard/cardboard60.jpg,cardboard,val,e2afa4586de20b39
cardboard/cardboard61.jpg,cardboard,train,bb54ad9b06416f0b
cardboard/cardboard62.jpg,cardboard,train,dae425aff50a3590
cardboard/cardboard63.jpg,cardboard,test,d6d45a6a2aeb4585
cardboard/cardboard64.jpg,cardboard,train,c6da9332a62cb95a
cardboard/cardboard65.jpg,cardboard,test,c6e1a901dcd9097f
cardboard/cardboard66.jpg,cardboard,train,e1f3e12d3c485ec2
cardboard/cardboard67.jpg,cardboard,train,e377948ccc1c34d6
cardboard/cardboard68.jpg,cardboard,val,e92de95394329572
cardboard/cardboard69.jpg,cardboard,train,f8622e78c31ef00f
cardboard/cardboard7.jpg,cardboard,train,c6296ed9896c91e9
cardboard/cardboard70.jpg,cardboard,train,c383136dececac86
cardboard/cardboard71.jpg,cardboard,train,db1c4ad5f21331c3
cardboard/cardboard72.jpg,cardboard,train,e82ba9ada5959554
cardboard/cardboard73.jpg,cardboard,val,d62ca5cc2f4ca1dc
cardboard/cardboard74.jpg,cardboard,train,f2c630ff04ff01c2
cardboard/cardboard75.jpg,cardboard,train,c74b4acbc6b69708
cardboard/cardboard76.jpg,cardboard,train,fe3e9081477e3883
cardboard/cardboard77.jpg,cardboard,train,aa2a95a94b1256fb
cardboard/cardboard78.jpg,cardboard,test,fb5592a5864b964a
cardboard/cardboard79.jpg,cardboard,train,c14b4a9bb3c4ec78
cardboard/cardboard8.jpg,cardboard,test,ffd7c0027fa681c0
cardboard/cardboard80.jpg,cardboard,test,98a748535ca3adb5
cardboard/cardboard81.jpg,cardboard,train,a95b76643f68300f
cardboard/cardboard82.jpg,cardboard,train,f86781979c20ef98
cardboard/cardboard83.jpg,cardboard,train,d53b0a682ba58de3
cardboard/cardboard84.jpg,cardboard,train,df89e0500fe96857
cardboard/cardboard85.jpg,cardboard,train,fe4288a29f973cb0
cardboard/cardboard86.jpg,cardboard,train,e0fc96e852a5cad4
cardboard/cardboard87.jpg,cardboard,train,d433a449169f36ec
cardboard/cardboard88.jpg,cardboard,val,dc0f20f2c2ff8a51
cardboard/cardboard89.jpg,cardboard,train,9a14351b4cb326df
cardboard/cardboard9.jpg,cardboard,train,dfbf9f3eb8800090
cardboard/cardboard90.jpg,cardboard,test,e26c636c64568dcb
cardboard/cardboard91.jpg,cardboard,train,9f1e0ce0f87f2603
cardboard/cardboard92.jpg,cardboard,train,91c89ee08bee9167
cardboard/cardboard93.jpg,cardboard,train,ea55b0230ec8db37
cardboard/cardboard94.jpg,cardboard,val,ad9c1c1e0fe0c3e3
cardboard/cardboard95.jpg,cardboard,train,fe51dc3a6a956224
cardboard/cardboard96.jpg,cardboard,test,e8471da21fd5aa51
cardboard/cardboard97.jpg,cardboard,train,c4ad3693c9da2936
cardboard/cardboard98.jpg,cardboard,train,cc4a91b396368e7c
cardboard/cardboard99.jpg,cardboard,train,ee22914868b5f61f
glass/glass1.jpg,glass,train,eb989665d893269c
glass/glass10.jpg,glass,test,d59269963a4598e7
glass/glass100.jpg,glass,train,fe81e11e87787823
glass/glass101.jpg,glass,test,e3948ab6ce96c896
glass/glass102.jpg,glass,train,e924d62b4a183dcf
glass/glass103.jpg,glass,train,e31273b16399cc99
glass/glass104.jpg,glass,train,d73ac4c4c26b61f1
glass/glass105.jpg,glass,train,e54e99b366196694
glass/glass106.jpg,glass,train,f6644cf38af30661
glass/glass107.jpg,glass,train,e3b16da44da46da4
